OBJECTID,ROUTE_ID,BEGIN_POINT,END_POINT,XSP,LSTN_LEG_NAME,LSTN_START_DESCR,LSTN_END_DESCR,LSTN_YEAR,LSTN_ACT,LSTN_SECTION,TOWN_NUMBER,TOWN_NAME,YEAR,GlobalID,Shape__Length
4876,8-S,33.02,37.65,CONT,JAMES H DARCEY MEMORIAL HIGHWAY,NAUGATUCK - WATERBURY TL,BGN OVLP US 44,1967,S.A. 200,,153,WATERTOWN,2024,6c7f1567-031a-4560-94dd-b1350edd13a6,24347.7541246324
4877,8-S,45.09,48.81,CONT,JAMES H DARCEY MEMORIAL HIGHWAY,NAUGATUCK - WATERBURY TL,BGN OVLP US 44,1967,S.A. 200,,065,HARWINTON,2024,7446f20a-b384-46a5-b2d8-301fe73795ce,19492.7836331454
4878,82-E,16.38,17.55,CONT,OFFICER H. DAVID CORDELL MEMORIAL HIGHWAY,EXIT FR SB RTE 11(010),EB-RTE 85(SB),2009,P.A. 186,24,120,SALEM,2024,a90b31d3-ebbe-4a93-a933-6eb147a4859f,6124.52764870055
4879,84-E,0,8.62,CONT,YANKEE EXPRESSWAY,NEW YORK SL,BGN OP CONN RV,1961,S.A. 166,,034,DANBURY,2024,15f8ba86-f35c-4e9d-9b7b-1cce29922c67,45456.4395661886
4880,84-E,55.99,59.3,CONT,YANKEE EXPRESSWAY,NEW YORK SL,BGN OP CONN RV,1961,S.A. 166,,155,WEST HARTFORD,2024,3c9d6f6c-5920-452e-bc70-32fddcfbe43d,17518.0855754992
4881,84-W,0,8.62,CONT,YANKEE EXPRESSWAY,NEW YORK SL,BGN OP CONN RV,1961,S.A. 166,,034,DANBURY,2024,000f225b-213f-411f-a3d2-61ab76950fa8,45454.0270716338
4882,9-S,24.65,28.95,CONT,CHESTER BOWLES HIGHWAY,JCT NB I-95(GOV J D LODGE TPKE),SB-EXIT FR SB I-91(TR 823),1978,S.A. 77,,033,CROMWELL,2024,d0108ad0-cde4-436b-812a-c70657a3ca8d,22661.2462655831
4883,91-N,41.49,48.75,CONT,RICHARD P. HORAN MEMORIAL HIGHWAY,HARTFORD - WINDSOR TL,MASSACHUSETTS SL,1959,S.A. 212,,164,WINDSOR,2024,28ae388a-08fb-44d9-9d6d-5e143c76c138,38361.7231812797
4884,91-N,48.75,49.94,CONT,RICHARD P. HORAN MEMORIAL HIGHWAY,HARTFORD - WINDSOR TL,MASSACHUSETTS SL,1959,S.A. 212,,165,WINDSOR LOCKS,2024,fdf58fca-744f-4816-af58-4473efd5f3bf,6284.95413945104
4885,91-S,37.15,37.85,CONT,CONLAND HIGHWAY,NB-UP US 5 & RTE 15 NB,SB-JCT EB SR 598(WHITE HEAD HWY),,,,063,HARTFORD,2024,0a5a2ecc-dc2a-4442-9f45-06e6582059dd,3580.06347901621
4886,84-W,25.09,30.04,CONT,YANKEE EXPRESSWAY,NEW YORK SL,BGN OP CONN RV,1961,S.A. 166,,080,MIDDLEBURY,2024,cee84175-edce-4d2a-a52e-9404858c715e,26200.0215559844
4887,84-W,37.27,40.37,CONT,YANKEE EXPRESSWAY,NEW YORK SL,BGN OP CONN RV,1961,S.A. 166,,025,CHESHIRE,2024,b0c6f580-755e-42a9-8314-41467c9a7c22,16360.004104766
4888,84-W,72.63,77.42,CONT,WILBUR CROSS HIGHWAY,EB-JCT NB RTE 15(WILBUR CROSS PKWY),MASSACHUSETTS SL,1930,,,146,VERNON,2024,015909e8-f24f-4961-93f6-97e3e9195cec,25239.8195760972
4889,87-N,0.41,0.59,CONT,JONATHAN TRUMBULL HIGHWAY,RTE 32(WINDHAM TPKE),US 6(WILLIMANTIC RD),1923,P.A. 228,,013,BOZRAH,2024,047be216-1314-488c-86c8-8d1d3bddbb0c,954.626134633684
4890,87-N,10.6,16.08,CONT,JONATHAN TRUMBULL HIGHWAY,RTE 32(WINDHAM TPKE),US 6(WILLIMANTIC RD),1923,P.A. 228,,030,COLUMBIA,2024,84536506-677b-4d9a-82a1-82e981e0c0bb,28911.4896894768
4891,9-N,18.76,24.65,CONT,CHESTER BOWLES HIGHWAY,JCT NB I-95(GOV J D LODGE TPKE),SB-EXIT FR SB I-91(TR 823),1978,S.A. 77,,082,MIDDLETOWN,2024,f4bb5439-2c1c-4c52-acfe-834cc0bbbc06,31088.8434613469
4892,9-N,30.71,34.07,CONT,KOREAN WAR VETERANS MEMORIAL HIGHWAY,SB-EXIT FR SB I-91(TR 823),NB-JCT WB SR 571,1998,P.A. 91,4,007,BERLIN,2024,deb9ea1e-a0a0-439d-b044-ad8b357ffb91,17680.117711606
4893,69-N,1.07,4.21,CONT,THOMAS DARLING MEMORIAL HIGHWAY,WARREN ROAD,WOODBRIDGE - BETHANY TL,2017,P.A. 230,23,167,WOODBRIDGE,2024,19b1e5de-2587-4939-bc5c-043ce1718747,16623.800603905
4894,69-N,16.56,17.23,CONT,OFFICER BRUCE HANLEY MEMORIAL HIGHWAY,EAST MAIN ST,SR 844(MERIDEN RD),2003,P.A. 115,15,151,WATERBURY,2024,f4a31343-4280-4f7d-9624-ef94b6899652,3557.80756699767
4895,7-N,4.14,4.62,CONT,ETHAN ALLEN HIGHWAY,SR 719(MAIN AVE),MASSACHUSETTS SL,1933,S.A. 141,,102,NORWALK,2024,ebc7223d-6eb8-4629-ba81-b94722273995,2498.93585825626
4896,7-N,32.14,46.46,CONT,ETHAN ALLEN HIGHWAY,SR 719(MAIN AVE),MASSACHUSETTS SL,1933,S.A. 141,,095,NEW MILFORD,2024,51cd227f-0334-40f3-afaa-89c5d4287b89,75451.2122384918
4897,71-N,4.56,5.54,CONT,STATE TROOPER JOSEPH M. STOBA MEMORIAL HIGHWAY,BGN OP I-691(HENRY D ALTOBELLO HWY),MERIDEN - BERLIN TL,2001,P.A. 105,29,079,MERIDEN,2024,ea0ebd6e-9d97-42df-b658-e13a8f61a7f4,5190.78240942464
4898,71-S,18.4,18.75,CONT,ERIC N. JEFFERSON MEMORIAL HIGHWAY,SR 535(RIDGEWOOD RD)(SB),RTE 173(NEW BRITAIN AVE),2005,P.A. 210,18,155,WEST HARTFORD,2024,40ed846f-59c2-4230-8ee2-204b60a07938,1878.56114406878
4899,72-S,6.47,7.54,CONT,E.BARTLETT BARNES HIGHWAY,RTE 372(FORESTVILLE AVE),RTE 229(KING ST),2004,P.A. 143,32,017,BRISTOL,2024,28affa56-b2da-4bd3-bb97-881087b6e75c,5737.994167108
4900,727-S,0,0.24,CONT,PERSHING DRIVE (GENERAL JOHN J.),RTE 8(GEN SAMUEL JASKILKA HWY)(NB),PERSHING DR,1961,S.A. 184,,036,DERBY,2024,f491d77e-d51e-47aa-859a-513426938046,2018.93601040934
4901,74-E,5.01,5.82,CONT,THOMAS WOLFF MEMORIAL HIGHWAY,N JCT RTE 30(HARTFORD TPKE),VERNON - ELLINGTON TL,2011,P.A. 256,48,146,VERNON,2024,104ac391-3d4c-4126-9ca7-214380a82089,4291.81232013598
4902,74-E,19.93,22.23,CONT,ELIPHALET NOTT HIGHWAY,WILLINGTON - ASHFORD TL,US 44(SQUAW HOLLOW RD),1933,S.A. 13,,003,ASHFORD,2024,51b14d65-8835-4b41-b887-b0a1371ffba3,12178.6677123351
4903,75-N,5,7.22,CONT,ELLA T. GRASSO TURNPIKE,WINDSOR - WINDSOR LOCKS TL,WINDSOR LOCKS - SUFFIELD TL,1981,P.A. 463,5,165,WINDSOR LOCKS,2024,9b8a07b7-8cf2-482b-8864-69ca603e61b5,11660.2786425397
4904,75-S,5,5.08,CONT,ELLA T. GRASSO TURNPIKE,WINDSOR - WINDSOR LOCKS TL,WINDSOR LOCKS - SUFFIELD TL,1981,P.A. 463,5,165,WINDSOR LOCKS,2024,628eb677-abdb-4c6c-8911-c50a20a3bd91,445.000899154464
4905,95-N,78.68,83.58,CONT,GOVERNOR JOHN LODGE TURNPIKE,NEW YORK SL,SB-JCT SB I-395(GOV J D LODGE TPKE),1986,P.A. 201,,104,OLD LYME,2024,9a8111b6-f1c4-4f88-8cbd-a879c6b1ac50,25869.469715302
4906,95-S,9.63,13.32,CONT,GOVERNOR JOHN LODGE TURNPIKE,NEW YORK SL,SB-JCT SB I-395(GOV J D LODGE TPKE),1986,P.A. 201,,035,DARIEN,2024,66a8eed9-331c-4d4d-9614-1c70d8d740c8,19513.6690438082
4907,109-E,12.45,12.48,CONT,RARICK CIRCLE,RTE 209(BANTAM LAKE RD),CON TO RTE 209,1988,S.A. 72,2,086,MORRIS,2024,362f4c36-3082-4b85-b772-ef1a13a3ac94,212.601794292463
4908,115-N,3.23,5.66,CONT,VETERANS MEMORIAL HIGHWAY,RTE 34(MAIN ST),RTE 67(NORTH MAIN ST),2003,P.A. 115,9,124,SEYMOUR,2024,3476d395-9f6a-42d5-b33b-172d66cd5865,12822.9777996837
4909,12-N,12.43,15.47,CONT,MOHEGAN TRAIL,N JCT RTE 2(EAST MAIN ST),MASSACHUSETTS SL,1917,,,103,NORWICH,2024,d39bfe49-0f0f-49bc-b56d-999d93840efd,16068.6105773204
4910,12-N,33.51,36.16,CONT,MOHEGAN TRAIL,N JCT RTE 2(EAST MAIN ST),MASSACHUSETTS SL,1917,,,068,KILLINGLY,2024,87476d44-6e75-489f-acad-fd4edf4576d2,13988.2637869143
4911,12-N,36.51,42.67,CONT,MOHEGAN TRAIL,N JCT RTE 2(EAST MAIN ST),MASSACHUSETTS SL,1917,,,068,KILLINGLY,2024,50c25658-8f1c-4e7e-9b61-ea3b0d1e20c3,32542.5861406093
4912,130-E,0.49,3.69,CONT,ALVIN W. PENN MEMORIAL HIGHWAY,FAIRFIELD - BRIDGEPORT TL,BRIDGEPORT - STRATFORD TL,2003,P.A. 115,21,015,BRIDGEPORT,2024,f0213ddb-d7d6-42e5-b36c-1cb35de6b8c4,16921.3748981879
4913,15-N,80.08,81.9,CONT,WILBUR CROSS HIGHWAY,BERLIN - NEWINGTON TL,NB-JCT EB I-84(WILBUR CROSS HWY),1937,S.A. 394,,063,HARTFORD,2024,187118ad-c828-4303-829b-81d4edfda6a8,9647.57339026192
4914,15-S,0,7.7,CONT,MERRITT PARKWAY,NEW YORK SL,BGN OP HOUSATONIC RV & RR,1933,S.A. 379,,056,GREENWICH,2024,e82aa7e4-cd98-4da8-b15c-69397ca4630e,40639.5610802443
4915,15-S,29.23,34.62,CONT,MERRITT PARKWAY,NEW YORK SL,BGN OP HOUSATONIC RV & RR,1933,S.A. 379,,144,TRUMBULL,2024,b2a1f814-ec7e-4161-adb9-315591cb5920,28465.578271456
4916,15-S,39.55,43.4,CONT,WILBUR CROSS HIGHWAY,BGN OP HOUSATONIC RV & RR,SB-JCT SB US 5(NORTH BROAD ST),1937,S.A. 394,,106,ORANGE,2024,e5af02d8-8737-4695-996a-6f04f1eb99cd,20316.5848415679
4917,130-W,0.5,1.7,CONT,ALVIN W. PENN MEMORIAL HIGHWAY,FAIRFIELD - BRIDGEPORT TL,BRIDGEPORT - STRATFORD TL,2003,P.A. 115,21,015,BRIDGEPORT,2024,afaa2fbb-9f65-4767-b80d-bf68714af8cc,6384.59047055752
4918,130-W,4.28,4.41,CONT,ALVIN W. PENN MEMORIAL HIGHWAY,FAIRFIELD - BRIDGEPORT TL,BRIDGEPORT - STRATFORD TL,2003,P.A. 115,21,015,BRIDGEPORT,2024,84654cc0-bcdb-46a5-9500-1f8659e63046,691.100681017996
4919,137-N,0.32,1.83,CONT,MASTER SERGEANT HOMER L. WISE WWII MEDAL OF HONOR RECIPIENT MEMORIAL HIGHWAY,BROAD ST,HIGH RIDGE RD #1,2013,P.A. 277,75,135,STAMFORD,2024,0bd22fbe-8cd4-4d10-b821-115a2fe3eddd,7986.44370748805
4920,137-S,1.59,1.83,CONT,MASTER SERGEANT HOMER L. WISE WWII MEDAL OF HONOR RECIPIENT MEMORIAL HIGHWAY,BROAD ST,HIGH RIDGE RD #1,2013,P.A. 277,75,135,STAMFORD,2024,5810c1e9-74be-4a67-8f3c-198a988e5a83,1291.39713368339
4921,138-E,4.06,5.78,CONT,AARON DWIGHT STEVENS MEMORIAL HIGHWAY,SPRAGUE - LISBON TL,BGN OVLP RTE 12,2015,P.A. 5,186,072,LISBON,2024,20b42c6d-ed60-453b-90c2-b01cdb355ede,9111.97575180352
4922,15-N,0,7.7,CONT,MERRITT PARKWAY,NEW YORK SL,BGN OP HOUSATONIC RV & RR,1933,S.A. 379,,056,GREENWICH,2024,ecf45ba5-446d-42b8-b906-1168269dccf2,40632.1157254215
4923,15-N,12.03,15.44,CONT,MERRITT PARKWAY,NEW YORK SL,BGN OP HOUSATONIC RV & RR,1933,S.A. 379,,089,NEW CANAAN,2024,b4254520-6b38-44b5-8c38-a12ba147fae7,18054.8043660012
4924,15-N,47.2,47.43,CONT,WILBUR CROSS HIGHWAY,BGN OP HOUSATONIC RV & RR,SB-JCT SB US 5(NORTH BROAD ST),1937,S.A. 394,,092,NEW HAVEN,2024,2e148f8f-12f3-4b42-b413-476ba3593f13,1224.77561471073
4925,15-N,56.54,62.3,CONT,WILBUR CROSS HIGHWAY,BGN OP HOUSATONIC RV & RR,SB-JCT SB US 5(NORTH BROAD ST),1937,S.A. 394,,148,WALLINGFORD,2024,af2958a1-3bd2-4c9b-9746-bf9d99276774,30319.6299893136
4926,95-S,13.32,17.7,CONT,GOVERNOR JOHN LODGE TURNPIKE,NEW YORK SL,SB-JCT SB I-395(GOV J D LODGE TPKE),1986,P.A. 201,,102,NORWALK,2024,c00167c8-f0db-46f1-86a0-2ada29ae0b90,23070.6104704532
4927,95-S,49.65,51,CONT,GOVERNOR JOHN LODGE TURNPIKE,NEW YORK SL,SB-JCT SB I-395(GOV J D LODGE TPKE),1986,P.A. 201,,043,EAST HAVEN,2024,4ed386fe-2c93-4f51-b3c0-a07be1d18ca7,7141.42169651101
4928,95-S,94.29,100.93,CONT,JEWISH WAR VETERANS MEMORIAL HIGHWAY,SB-JCT SB I-395(GOV J D LODGE TPKE),RHODE ISLAND SL,1996,S.A. 10,1,058,GROTON,2024,f0d6b6a1-6e73-4f3a-acd7-11771a754686,34891.2737984109
4929,1-N,70.66,73.96,CONT,BLUE STAR HIGHWAY,WEST HAVEN - NEW HAVEN TL,RHODE ISLAND SL,1949,S.A. 209,,027,CLINTON,2024,4e0f9f7e-af62-4ac8-aee2-710e44a5fd62,17414.6668560816
4930,1-N,82.86,88.64,CONT,BLUE STAR HIGHWAY,WEST HAVEN - NEW HAVEN TL,RHODE ISLAND SL,1949,S.A. 209,,104,OLD LYME,2024,951c1549-35ae-4122-8830-9207cdec1f82,30557.0792965372
4931,1-N,93.47,98.25,CONT,BLUE STAR HIGHWAY,WEST HAVEN - NEW HAVEN TL,RHODE ISLAND SL,1949,S.A. 209,,152,WATERFORD,2024,d31149af-c8d3-4b2d-8791-eafca3449806,25283.3965368305
4932,10-N,40.34,41.14,CONT,AVON VETERANS MEMORIAL HIGHWAY,US 202(SIMSBURY RD),AVON - SIMSBURY TL,2007,P.A. 232,20,004,AVON,2024,3e97512d-59bc-4881-81b5-782398fcd611,4348.92333731479
4933,2-E,55.27,58.03,CONT,VETERANS OF FOREIGN WARS MEMORIAL HIGHWAY,COLUMBUS BLVD,US 1(WEST BROAD ST),1969,S.A. 262,,137,STONINGTON,2024,c13011e9-fa26-49be-bccd-5bd6a66a7b9e,14651.8378038589
4934,202-N,13.81,14.09,CONT,ETHAN ALLEN HIGHWAY,SR 719(MAIN AVE),MASSACHUSETTS SL,1933,S.A. 141,,018,BROOKFIELD,2024,08d5cdc1-9d8d-4460-a786-b0a6a7528bb2,1461.3924379736
4935,202-N,14.09,19.23,CONT,ETHAN ALLEN HIGHWAY,SR 719(MAIN AVE),MASSACHUSETTS SL,1933,S.A. 141,,095,NEW MILFORD,2024,e346e0b3-93b1-4e50-86ef-b21a764d0770,27156.8830108686
4936,202-N,55.66,58.71,CONT,JONATHAN TRUMBULL HIGHWAY,W JCT RTE 272(NORTH ST),BGN OVLP I-84,1923,P.A. 228,,023,CANTON,2024,9668ca3d-a933-4822-92e8-086b43e8a0a2,16050.2764950276
4937,214-E,0,2.92,CONT,WESLEY J. JOHNSON SR. MEMORIAL HIGHWAY,RTE 12,RTE 117(COLONEL LEDYARD HWY),2011,P.A. 256,23,071,LEDYARD,2024,29050dc6-aa29-4124-8543-691b0873da99,15406.3732135704
4938,25-N,15.2,20.16,CONT,COL HENRY MUCCI HIGHWAY,END OVLP RTE 8,BGN OVLP US 6,1974,S.A. 47,,096,NEWTOWN,2024,0ee28378-7f65-4810-94a6-4d0b0140f423,26219.902913315
4939,25-N,20.16,22.86,CONT,GRAND ARMY OF THE REPUBLIC HIGHWAY,NEW YORK SL,RHODE ISLAND SL,1937,S.A. 285,,096,NEWTOWN,2024,2351d9c1-8cc0-4a94-9915-9ea30da91106,14115.7608134514
4940,2A-E,3.33,3.9,CONT,GOVERNOR JOHN LODGE TURNPIKE,NB-JCT NB I-95(GOV J D LODGE TPKE),NB-JCT SR 695(GOV J D LODGE TPKE),1986,P.A. 201,,085,MONTVILLE,2024,070ab2b3-1bc9-40a7-8e4c-ea6da7dfc2af,3003.69205584941
4941,2A-E,3.9,6.48,CONT,OFFICER JOSEPH N. SACHATELLO III MEMORIAL HIGHWAY,I-395(GOV JOHN D LODGE TPKE),BGN OP NECR RR & THAMES RV,2005,P.A. 210,16,085,MONTVILLE,2024,1fd417ea-4886-40e2-986b-6918f8d67658,13700.5547689393
4942,4-E,43.74,45.84,CONT,LANCE CORPORAL LAWRENCE ROBERT PHILIPPON MEMORIAL HIGHWAY,JCT SR 508(WB),FARMINGTON AVE,2008,P.A. 101,24,051,FARMINGTON,2024,29de9811-3bf7-4e1e-a678-1607b06cfbe5,11168.3569014833
4943,4-W,44.02,44.16,CONT,LANCE CORPORAL LAWRENCE ROBERT PHILIPPON MEMORIAL HIGHWAY,JCT SR 508(WB),FARMINGTON AVE,2008,P.A. 101,24,051,FARMINGTON,2024,71b84b17-28c8-48ad-87a1-275e019a383d,699.885466032501
4944,44-E,42.08,42.35,CONT,JONATHAN TRUMBULL HIGHWAY,W JCT RTE 272(NORTH ST),BGN OVLP I-84,1923,P.A. 228,,128,SIMSBURY,2024,50f049eb-c312-42ea-991c-f0f551bff3b1,1456.25287358082
4945,44-E,58.67,59.33,CONT,JONATHAN TRUMBULL HIGHWAY,US 5(MAIN ST),BGN OVLP US 6,1923,P.A. 228,,076,MANCHESTER,2024,5ef70e24-63f9-40ce-ad49-272c448256bc,3460.01028755621
4946,44-W,41.21,41.48,CONT,JONATHAN TRUMBULL HIGHWAY,W JCT RTE 272(NORTH ST),BGN OVLP I-84,1923,P.A. 228,,023,CANTON,2024,5ff7e356-9357-48f6-8946-4b93eadbd415,1450.80157683456
4947,44-W,49.01,49.24,CONT,JONATHAN TRUMBULL HIGHWAY,W JCT RTE 272(NORTH ST),BGN OVLP I-84,1923,P.A. 228,,155,WEST HARTFORD,2024,b5fbf22e-f252-4ca5-ae3e-f381368cfc35,1172.42182333724
4948,44-W,62.04,62.37,CONT,GRAND ARMY OF THE REPUBLIC HIGHWAY,NEW YORK SL,RHODE ISLAND SL,1937,S.A. 285,,076,MANCHESTER,2024,ec681914-2823-4b4e-aee5-4eca761a0ee1,1717.51695546038
4949,5-N,3.51,4.81,CONT,KOREAN WAR VETERANS CHAPTER 204 MEMORIAL HIGHWAY,HAMDEN - NORTH HAVEN TL,DEVINE ST(DE),2003,P.A. 115,85,100,NORTH HAVEN,2024,32a1fc91-84ce-4548-a001-5ec11f352905,6879.01430800333
4950,2A-W,4.37,6.46,CONT,OFFICER JOSEPH N. SACHATELLO III MEMORIAL HIGHWAY,I-395(GOV JOHN D LODGE TPKE),BGN OP NECR RR & THAMES RV,2005,P.A. 210,16,085,MONTVILLE,2024,82f70526-0a9d-4c79-ad99-1919fba7bba7,11075.3770893486
4951,33-N,0,4.12,CONT,FALLEN HEROES MEMORIAL HIGHWAY,RTE 136(PARK ST),BGN OVLP US 7,2011,P.A. 256,38,158,WESTPORT,2024,59bd29f2-58e1-48b8-b3c2-b7fcc5c56d90,21757.0835588694
4952,337-E,1.38,1.53,CONT,ZAYNE THOMAS MEMORIAL HIGHWAY,POPE ST,FORT HALE PARK ROAD,2023,P.A. 135,45,092,NEW HAVEN,2024,69c62a8c-ee38-436f-bb33-1965f4a8035b,823.590051738375
4953,337-E,1.69,1.97,CONT,JULIA 'NANA' COPPOLA MEMORIAL HIGHWAY,MYRON ST(ONE-WAY WB),BEECHER PL,2009,P.A. 186,21,092,NEW HAVEN,2024,b81d0650-4eda-46c4-9192-614ba1542470,1421.81213466025
4954,37-N,5.09,5.63,CONT,VETERANS WAY,S JCT RTE 39,OVERBROOK DR,2007,P.A. 232,24,090,NEW FAIRFIELD,2024,40437807-5e7e-4333-ae6d-2e2acfc47a1d,2839.6066830187
4955,39-N,18.25,18.37,CONT,VETERANS WAY,SAW MILL RD(EB)(DE),SPRING LAKE RD,2007,P.A. 232,25,127,SHERMAN,2024,b85a15ad-3183-47cb-8607-6ce1c5890942,652.825192796189
4956,395-N,10.44,18.26,CONT,GOVERNOR JOHN LODGE TURNPIKE,NB-JCT NB I-95(GOV J D LODGE TPKE),NB-JCT SR 695(GOV J D LODGE TPKE),1986,P.A. 201,,103,NORWICH,2024,0bd5c0aa-8af5-41ce-95f1-d0da18f3f2ec,41198.4654584246
4957,395-N,18.26,21.39,CONT,GOVERNOR JOHN LODGE TURNPIKE,NB-JCT NB I-95(GOV J D LODGE TPKE),NB-JCT SR 695(GOV J D LODGE TPKE),1986,P.A. 201,,072,LISBON,2024,43d057be-115d-48eb-9fd9-851437f96feb,16484.2056267429
4958,395-N,47.78,54.69,CONT,THE AMERICAN EX-PRISONER OF WAR MEMORIAL HIGHWAY,NB-JCT SR 695(GOV J D LODGE TPKE),MASSACHUSETTS SL,2002,P.A. 123,12,141,THOMPSON,2024,d17a850c-3c62-4265-bd9b-f6d3a7c1a3cd,36530.3353163416
4959,395-S,0.13,4.98,CONT,GOVERNOR JOHN LODGE TURNPIKE,NB-JCT NB I-95(GOV J D LODGE TPKE),NB-JCT SR 695(GOV J D LODGE TPKE),1986,P.A. 201,,152,WATERFORD,2024,177c7c1b-0173-47fd-ae05-9599c77eabdf,25486.4464602306
4960,15-S,62.3,66.77,CONT,WILBUR CROSS HIGHWAY,BGN OP HOUSATONIC RV & RR,SB-JCT SB US 5(NORTH BROAD ST),1937,S.A. 394,,079,MERIDEN,2024,625fa6d0-0806-45a9-b571-a7fa8a75860b,23175.7345844977
4961,169-N,23.35,26.18,CONT,GENERAL ISRAEL PUTNAM MEMORIAL HIGHWAY,RTE 97(NORWICH AVE),BGN OVLP US 44,1931,S.A. 66,,111,POMFRET,2024,0496c79f-1c13-45be-98b8-30c0d608d194,14853.544486163
4962,169-N,29.69,30.96,CONT,GENERAL ISRAEL PUTNAM MEMORIAL HIGHWAY,US 44(PUTNAM RD),BGN OVLP RTE 171,1931,S.A. 66,,169,WOODSTOCK,2024,f1406b2a-2afb-46dc-b1f4-79b02373856f,6647.45577850175
4963,17-N,0,1.19,CONT,GEORGE WASHINGTON MEMORIAL HIGHWAY,MIDDLETOWN AVE(LOCAL),SOUTH MAIN ST,1933,S.A. 7,,092,NEW HAVEN,2024,0237ef1f-6fd9-4e65-ab81-e77eb44d3b3f,6345.1447267044
4964,17-N,24.11,26.11,CONT,THOMAS C. AND THOMAS W. FLOOD MEMORIAL HIGHWAY,RTE 17A(MAIN ST),RTE 17(GOSPEL LA),2006,P.A. 133,16,112,PORTLAND,2024,5788b488-ab58-4308-aff5-6e5a3ee01920,10558.0607836136
4965,175-E,3.84,6.19,CONT,WETHERSFIELD FIRE DEPARTMENT MEMORIAL HIGHWAY,NEWINGTON - WETHERSFIELD TL,RTE 99(SILAS DEANE HWY),2013,P.A. 277,49,159,WETHERSFIELD,2024,ef50a64d-664a-4c4c-bf91-c1fa1dbee7fb,12343.5933033041
4966,189-N,0,0.47,CONT,A. PETER LOMAGLIO MEMORIAL HIGHWAY,US 44 (ALBANY AVE),HARTFORD - WEST HARTFORD TL,2017,P.A. 230,27,063,HARTFORD,2024,dfc2d618-9f0e-46b4-9b6c-1e3b4d85cf86,2461.93314164452
4967,190-E,0.61,1.69,CONT,CORPORAL STEPHEN R. BIXLER MEMORIAL HIGHWAY,MAPLETON AVE,BGN OVLP RTE 159,2008,P.A. 101,23,139,SUFFIELD,2024,0854dac7-53c1-4792-89cf-7cc2ed279c48,5782.78893540756
4968,2-E,0,0.2,CONT,VETERANS OF FOREIGN WARS MEMORIAL HIGHWAY,COLUMBUS BLVD,US 1(WEST BROAD ST),1969,S.A. 262,,063,HARTFORD,2024,86a7b203-aed7-41b6-a25a-ad08ab78fe3d,1093.28885529227
4969,2-E,0.2,4.26,CONT,VETERANS OF FOREIGN WARS MEMORIAL HIGHWAY,COLUMBUS BLVD,US 1(WEST BROAD ST),1969,S.A. 262,,042,EAST HARTFORD,2024,686a587e-55b4-46db-bddd-de83ac6e193d,21386.6682347929
4970,2-E,46.39,47.96,CONT,VETERANS OF FOREIGN WARS MEMORIAL HIGHWAY,COLUMBUS BLVD,US 1(WEST BROAD ST),1969,S.A. 262,,071,LEDYARD,2024,341701f2-a223-4b06-bc07-4b480ce5e967,8061.12607433986
4971,5-N,4.81,5.82,CONT,VFW POST 10128 MEMORIAL HIGHWAY,DEVINE ST(DE),STATE ST,2003,P.A. 115,86,100,NORTH HAVEN,2024,bfd8070b-a57a-469b-af1f-d80c99ec18aa,5367.36109856903
4972,5-S,43.22,43.26,CONT,PURPLE HEART HIGHWAY,UP I-84(BRIAN A ASELTON MEM HWY),EAST WINDSOR - ENFIELD TL,1999,P.A. 181,28,046,EAST WINDSOR,2024,2f291762-cc00-4ee4-976b-8b717410c10c,207.237532688743
4973,502-E,0.52,2.85,CONT,ANTHONY FORNABI MEMORIAL HIGHWAY,US 5(NB)(MAIN ST),FORBES ST,2002,P.A. 123,13,042,EAST HARTFORD,2024,6a260f99-1323-4210-9e0d-e3c8f7fc6288,12321.7148812479
4974,530-E,0,0.58,CONT,JULIAN A. NESTA MEMORIAL HIGHWAY,WETHERSFIELD AVE,BRAINARD RD(DE),2006,P.A. 133,9,063,HARTFORD,2024,f9f4a2f2-a833-47f5-a809-c667855d2256,3100.64050373073
4975,6-E,18.67,21.96,CONT,YANKEE EXPRESSWAY,NEW YORK SL,BGN OP CONN RV,1961,S.A. 166,,130,SOUTHBURY,2024,3fc593be-8044-446a-8b11-ce7a87bfb978,17297.7679614222
4976,7-S,26.49,31.86,CONT,ETHAN ALLEN HIGHWAY,SR 719(MAIN AVE),MASSACHUSETTS SL,1933,S.A. 141,,018,BROOKFIELD,2024,c573724c-56c0-452d-b247-73c266340551,28226.8077672536
4977,70-E,4.36,4.51,CONT,MEDAL OF HONOR MEMORIAL HIGHWAY,0.07 SO OF DR TO CHESHIRE HIGH SCHOOL,DR TO CHESHIRE POLICE DEPT,2017,P.A. 230,43,025,CHESHIRE,2024,418f5e0b-f25b-48dc-806c-5b595743bf9d,793.06392207413
4978,717-E,0,0.28,CONT,HAMDEN VETERANS MEMORIAL HIGHWAY,RTE 10(WHITNEY AVE),EXIT FR NB RTE 15(127),2005,P.A. 210,6,061,HAMDEN,2024,83166cb0-ddf0-4186-856d-582c7283d97b,1475.98098971651
4979,72-N,2.87,3.2,CONT,POLISH LEGION OF AMERICAN VETERANS MEMORIAL HIGHWAY,UP RTE 372(CORBIN AVE),RTE 372(FORESTVILLE AVE),1998,P.A. 181,30,109,PLAINVILLE,2024,d43cc8d0-9cbd-443e-be7b-124340d2ce11,1874.59494673664
