highway_name,route_no,from_location,to_location,source_url,source_note
PATRICK J BRAY MEMORIAL HIGHWAY,MO 370,CST MAIN ST S,IS 70 W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2015-02-10; years_of_sunset=20 YEARS
HARRIETT WOODS MEMORIAL HIGHWAY,IS 170,CST DELMAR BLVD E,.034 mile(s) after CST DELMAR BLVD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2012-08-28; years_of_sunset=INDEFINITE
HARRIETT WOODS MEMORIAL HIGHWAY,IS 170,RP IS270W TO IS170E E,.027 mile(s) before CST DELMAR BLVD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2012-08-28; years_of_sunset=INDEFINITE
FIREFIGHTER BENJAMIN J POLSON MEMORIAL HIGHWAY,RT P,MO 366 E,MO 30 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2022-08-28; years_of_sunset=INDEFINITE
FIREFIGHTER BENJAMIN J POLSON MEMORIAL HIGHWAY,RT P,MO 30 E,MO 366 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2022-08-28; years_of_sunset=INDEFINITE
VETERANS - HEROES HIGHWAY,MO 231,CST BROADWAY ST S,IS 255 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2017-08-28; years_of_sunset=INDEFINITE
SPC JAMES F COSTELLO - ARMY,MO 231,OR 255 S,PVT OAKVILLE MIDDLE SCHOOL E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=HEROES WAY HIGHWAY; year_established=2018-09-12; years_of_sunset=20 YEARS
JAKE BECKLEY MEMORIAL HIGHWAY,MO 79,CST SPRING ST E,CST NORTH ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
JAKE BECKLEY MEMORIAL HIGHWAY,MO 79,CST NORTH ST E,CST SPRING ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
POLICE OFFICER NICHOLAS K SLOAN MEMORIAL HIGHWAY,MO 141,CST BOWLES AVE S,IS 44 W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2008-11-19; years_of_sunset=20 YEARS
MEHLVILLE FIRE CAPTAIN CHRIS FRANCIS MEMORIAL HIGHWAY,MO 231,CRD MEADOW HAVEN LN S,.002 mile(s) after PVT TORI PINES DR E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2022-08-28; years_of_sunset=INDEFINITE
MEHLVILLE FIRE CAPTAIN CHRIS FRANCIS MEMORIAL HIGHWAY,MO 231,.002 mile(s) before PVT TORI PINES DR E,CRD MEADOW HAVEN LN S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2022-08-28; years_of_sunset=INDEFINITE
POLICE OFFICER NICHOLAS K SLOAN MEMORIAL HIGHWAY,MO 141,IS 44 W,CST BOWLES AVE S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2008-11-19; years_of_sunset=20 YEARS
REPRESENTATIVE TOM HANNEGAN MEMORIAL HIGHWAY,MO 94,MO 370 E,CST TECUMSEH ST TO 3RD ST N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-28; years_of_sunset=INDEFINITE
REPRESENTATIVE TOM HANNEGAN MEMORIAL HIGHWAY,MO 94,CST TECUMSEH ST TO 3RD ST N,MO 370 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-28; years_of_sunset=INDEFINITE
REPRESENTATIVE TOM HANNEGAN MEMORIAL HIGHWAY,MO 94,.001 mile(s) before IS 70 E,CST TECUMSEH ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-28; years_of_sunset=INDEFINITE
OFFICER STEPHEN STREHL MEMORIAL HIGHWAY,RT M,CRD OLD LEMAY FERRY CONNECTOR E,CRD MOSS HOLLOW RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2007-08-28; years_of_sunset=INDEFINITE
OFFICER STEPHEN STREHL MEMORIAL HIGHWAY,RT M,.002 mile(s) after CRD MOSS HOLLOW RD S,.139 mile(s) before CRD OLD LEMAY FERRY CONNECTOR E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2007-08-28; years_of_sunset=INDEFINITE
MOLLY BROWN MEMORIAL HIGHWAY,MO 79,CST 5TH ST S,IS 72 W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
MOLLY BROWN MEMORIAL HIGHWAY,MO 79,IS 72 W,CST 5TH ST S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
GEORGE WASHINGTON HIGHWAY,MO 94,RT TT S,RT F E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2022-08-28; years_of_sunset=INDEFINITE
GEORGE WASHINGTON HIGHWAY,MO 94,RT F E,RT TT S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2022-08-28; years_of_sunset=INDEFINITE
COL STEPHEN SCOTT MEMORIAL HIGHWAY,MO 94,RT N E,IS 64 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2016-08-28; years_of_sunset=INDEFINITE
LCPL ERIK R HELDT - MARINES,MO 94,CRD MYSTICAL RD S,PVT MCGIRKS DR S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=HEROES WAY HIGHWAY; year_established=2018-09-12; years_of_sunset=20 YEARS
LCPL ERIK R HELDT - MARINES,MO 94,PVT MCGIRKS DR S,CRD MYSTICAL RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=HEROES WAY HIGHWAY; year_established=2018-09-12; years_of_sunset=20 YEARS
VETERANS MEMORIAL HIGHWAY (MO 100),MO 100,MO 47 S,IS 44 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=0209-08-28; years_of_sunset=INDEFINITE
POLICE OFFICER JOHN L OBERKRAMER MEMORIAL HIGHWAY,MO 100,CST TOPPING LN S,CST MEIER LN S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-02-06; years_of_sunset=20 YEARS
POLICE OFFICER JOHN L OBERKRAMER MEMORIAL HIGHWAY,MO 100,CST MEIER LN S,.103 mile(s) after CST TOPPING RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-02-06; years_of_sunset=20 YEARS
AMVETS MEMORIAL HIGHWAY,MO 94,.786 mile(s) before PVT NEWTON DR S,.011 mile(s) after US 63 N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2012-08-28; years_of_sunset=INDEFINITE
CHIEF JERRY BUEHNE MEMORIAL ROAD,MO 30,.001 mile(s) before CST GRAVOIS AVE E,.006 mile(s) before RT P S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2005-08-28; years_of_sunset=INDEFINITE
SPC PETER J NAVARRO - ARMY,MO 100,CST VLASIS DR S,MO 340 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=HEROES WAY HIGHWAY; year_established=2021-11-15; years_of_sunset=20 YEARS
SPC PETER J NAVARRO - ARMY,MO 100,MO 340 E,CST VLASIS DR S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=HEROES WAY HIGHWAY; year_established=2021-11-15; years_of_sunset=20 YEARS
VETERANS MEMORIAL HIGHWAY (MO 100),MO 100,IS 44 E,MO 47 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=0209-08-28; years_of_sunset=INDEFINITE
SGT EDWARD FORREST JR - ARMY,MO 30,CRD DILLON RD E,RT PP E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=HEROES WAY HIGHWAY; year_established=2017-02-15; years_of_sunset=20 YEARS
SGT ZACHARY M FISHER - ARMY,MO 100,.002 mile(s) before CST SEVEN TRAILS DR S,.002 mile(s) before CST NEW BALLWIN RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=HEROES WAY HIGHWAY; year_established=2016-01-28; years_of_sunset=20 YEARS
GENE ROBERTS WW2 BLUEGRASS DJ MEMORIAL HIGHWAY,MO 30,CRD CAROL PARK RD S,CRD GRAVOIS RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2013-05-20; years_of_sunset=20 YEARS
OFFICER BLAKE SNYDER MEMORIAL HIGHWAY,MO 30,CST MO30E TO SAPPINGTON BARRACKS DR E,RT P S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-28; years_of_sunset=INDEFINITE
OFFICER BLAKE SNYDER MEMORIAL HIGHWAY,MO 30,RT P S,.021 mile(s) after CST SAPPINGTON BARRACKS DR E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-28; years_of_sunset=INDEFINITE
SFC WM. BRIAN WOODS JR. MEMORIAL HIGHWAY,MO 30,.01 mile(s) before CRD GRAVOIS RD E,.003 mile(s) before RT NN S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2011-08-28; years_of_sunset=INDEFINITE
SFC WM. BRIAN WOODS JR. MEMORIAL HIGHWAY,MO 30,.003 mile(s) before RT NN S,.003 mile(s) after RT NN S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2011-08-28; years_of_sunset=INDEFINITE
CHIEF JERRY BUEHNE MEMORIAL ROAD,MO 30,.006 mile(s) before RT P S,RT P S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2005-08-28; years_of_sunset=INDEFINITE
DARRELL B ROEGNER MEMORIAL HIGHWAY,IS 64,.22 mile(s) after RT K N,.129 mile(s) before BK KATY TRAIL E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2012-08-28; years_of_sunset=INDEFINITE
MAJOR LEE BERRA MEMORIAL HIGHWAY,IS 64,RP IS64W TO IS270W W,CST SPOEDE RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-28; years_of_sunset=INDEFINITE
JACK BUCK MEMORIAL HIGHWAY,IS 64,.01 mile(s) after CST MCCAUSLAND AVE S,.003 mile(s) after IS 55 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2009-08-28; years_of_sunset=INDEFINITE
HIGHWAY PATROL SGT JOSEPH SCHUENGEL MEMORIAL HIGHWAY,IS 64,.043 mile(s) after RP IS64E TO CHESTERFIELD AIRPORT RD E,.072 mile(s) after RP IS64E TO BOONES CROSSING RD S S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2011-08-28; years_of_sunset=INDEFINITE
JACK BUCK MEMORIAL HIGHWAY,IS 64,IS 55 S,CST MCCAUSLAND AVE S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2009-08-28; years_of_sunset=INDEFINITE
MAJOR LEE BERRA MEMORIAL HIGHWAY,IS 64,CST SPOEDE RD S,.019 mile(s) after RP IS64W TO IS270W W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-28; years_of_sunset=INDEFINITE
US NAVY SEAL SCOTTY WIRTZ MEMORIAL HIGHWAY,IS 64,.019 mile(s) after CST PROSPECT RD E,RT DD N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
HIGHWAY PATROL SGT JOSEPH SCHUENGEL MEMORIAL HIGHWAY,IS 64,.1 mile(s) before RP BOONES CROSSING RD TO IS64W W,.074 mile(s) before RP OR64W TO IS64W W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2011-08-28; years_of_sunset=INDEFINITE
BOBBY PLAGER MEMORIAL HIGHWAY,IS 64,CST JEFFERSON AVE S,CST TUCKER BLVD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
US NAVY SEAL SCOTTY WIRTZ MEMORIAL HIGHWAY,IS 64,RT DD N,CST PROSPECT RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
THEODORE MCNEAL HIGHWAY,MO 115,CST NATURAL BRIDGE RD E,CST SALISBURY ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2015-08-28; years_of_sunset=INDEFINITE
THEODORE MCNEAL HIGHWAY,MO 115,CST PARNELL ST S,CST NATURAL BRIDGE AVE E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2015-08-28; years_of_sunset=INDEFINITE
MARGUERITE ROSS BARNETT MEMORIAL HIGHWAY,MO 115,CST BELLERIVE ACRES DR S,CST MARIETTA DR S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
AMERICAN VETERANS MEMORIAL HIGHWAY,IS 255,US 50 W,.002 mile(s) after RP IS255N TO MO231 N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2001-05-09; years_of_sunset=INDEFINITE
MARGUERITE ROSS BARNETT MEMORIAL HIGHWAY,MO 115,CST MARIETTA DR S,CST BELLERIVE ACRES DR S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
AMERICAN VETERANS MEMORIAL HIGHWAY,IS 255,IS 270 W,US 50 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2001-05-09; years_of_sunset=INDEFINITE
VETERANS HIGHWAY,RT J,MO 47 S,.001 mile(s) after RT U E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2004-08-28; years_of_sunset=INDEFINITE
JAMES THOMPSON HIGHWAY,RT E,MO 79 S,CRD RIVERVIEW DR S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2026-08-28; years_of_sunset=INDEFINITE
JAMES THOMPSON HIGHWAY,RT E,CRD RIVERVIEW DR S,MO 79 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-08-28; years_of_sunset=INDEFINITE
TROOPER JAMES M BAVA MEMORIAL HIGHWAY,RT FF,CST LIBERTY ST E,CRD 977 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2016-08-28; years_of_sunset=INDEFINITE
TROOPER JAMES M BAVA MEMORIAL HIGHWAY,RT FF,CRD 977 S,CST LIBERTY ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2016-08-28; years_of_sunset=INDEFINITE
"CHRISTOPHER S ""KIT"" BOND HIGHWAY",BU 54,MO 22 E,US 54 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2012-08-28; years_of_sunset=INDEFINITE
"CHRISTOPHER S ""KIT"" BOND HIGHWAY",BU 54,US 54 W,MO 22 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2012-08-28; years_of_sunset=INDEFINITE
PFC DALE RAYMOND JACKSON MEMORIAL HIGHWAY,MO 163,MO 740 E,CST OUTER RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
SGT EDWARD FORREST JR - ARMY,MO 30,RT PP E,CRD DILLON RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=HEROES WAY HIGHWAY; year_established=2017-02-15; years_of_sunset=20 YEARS
MEDAL OF HONOR PVT GEORGE PHILLIPS MEMORIAL HIGHWAY,RT T,.05 mile(s) before CRD LARETTO RIDGE DR S,CRD DECKER RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEDAL OF HONOR MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
MEDAL OF HONOR PVT GEORGE PHILLIPS MEMORIAL HIGHWAY,RT T,CRD DECKER RD S,.05 mile(s) after CRD LARETTO RIDGE DR S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEDAL OF HONOR MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
SAM SANTHUFF MEMORIAL HIGHWAY,RT F,CST GAYLORD DR S,CST 4TH ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-28; years_of_sunset=INDEFINITE
SAM SANTHUFF MEMORIAL HIGHWAY,RT F,CST 4TH ST E,CST GAYLORD DR S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-28; years_of_sunset=INDEFINITE
SHERMAN BROWN JR MEMORIAL HIGHWAY,MO 163,RP IS70E TO MO163 E,LP 70 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2017-08-28; years_of_sunset=INDEFINITE
SHERMAN BROWN JR MEMORIAL HIGHWAY,MO 163,LP 70 E,RP IS70E TO MO163 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2017-08-28; years_of_sunset=INDEFINITE
GENE ROBERTS WW2 BLUEGRASS DJ MEMORIAL HIGHWAY,MO 30,.001 mile(s) after CRD GRAVOIS RD S,.001 mile(s) after CRD CAROL PARK RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2013-05-20; years_of_sunset=20 YEARS
CPL DANIEL JOSEPH HEIBEL MEMORIAL HIGHWAY,MO 163,CST OLD RT K RD E,CST GREEN MEADOWS RD W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
CORPORAL STEPHEN LEE IRVIN MEMORIAL HIGHWAY,MO 163,CST OUTER RD S,CST OLD RT K RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
LCPL LARRY HAROLD COLEMAN MEMORIAL HIGHWAY,MO 163,RT AC W,CST GREEN MEADOWS RD W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
CPL DANIEL JOSEPH HEIBEL MEMORIAL HIGHWAY,MO 163,CST GREEN MEADOWS RD E,CST CARTER LN E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
CORPORAL STEPHEN LEE IRVIN MEMORIAL HIGHWAY,MO 163,.001 mile(s) after CST CARTER LN E,.001 mile(s) after CST OUTER RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
PFC DALE RAYMOND JACKSON MEMORIAL HIGHWAY,MO 163,.001 mile(s) after CST OUTER RD S,MO 740 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
SPC STERLING WYATT MEMORIAL HIGHWAY,MO 740,MO 740 W,.25 mile(s) after RT TT E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
SGT PHILLIP ANDERSON MEMORIAL HIGHWAY,MO 740,.171 mile(s) before CST ASHLAND RD S,CST EAST POINTE DR S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
SGT PHILLIP ANDERSON MEMORIAL HIGHWAY,MO 740,CST EAST POINTE DR S,.171 mile(s) after CST ASHLAND RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
SPC STERLING WYATT MEMORIAL HIGHWAY,MO 740,.25 mile(s) before RT TT E,MO 740 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
SPC JASON FINGAR MEMORIAL HIGHWAY,MO 740,.19 mile(s) after CST COLLEGE PARK DR S,.141 mile(s) after PVT CARRIE FRANCKE DR E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
SPC JASON FINGAR MEMORIAL HIGHWAY,MO 740,.141 mile(s) before PVT CARRIE FRANCKE DR E,.19 mile(s) before CST COLLEGE PARK DR S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
SFC CHARLES SADELL MEMORIAL HIGHWAY,MO 740,.19 mile(s) before CST COLLEGE PARK DR S,.25 mile(s) before RT TT E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
SFC CHARLES SADELL MEMORIAL HIGHWAY,MO 740,.25 mile(s) after RT TT E,.19 mile(s) after CST COLLEGE PARK DR S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
SPC STEVEN FITZMORRIS MEMORIAL HIGHWAY,MO 740,.171 mile(s) after CST ASHLAND RD S,.141 mile(s) before PVT CARRIE FRANCKE DR E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
SPC STEVEN FITZMORRIS MEMORIAL HIGHWAY,MO 740,.141 mile(s) after PVT CARRIE FRANCKE DR E,.171 mile(s) before CST ASHLAND RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
DANIEL BOONE HIGHWAY,RT F,CRD FEMME OSAGE CREEK RD E,MO 94 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2022-08-28; years_of_sunset=INDEFINITE
